Nodes      DER0                  Collisions          OverallEnergy
100 0.997421774288 11 506677.999853

100 0.998618148319 6 496476.133888
100 0.998255002327 8 568053.709476
100 0.997575337721 11 684229.841307
100 0.99965745604 3 154009.012873
100 0.996745699675 14 206494.45698
100 0.998492753623 6 216894.596432
