Nodes            DER0                         Collisions  OverallEnergy             Delay           STD_delay   SF7   SF8  SF9  SF10  SF11  SF12
100 1.0 0 188722.581411 4174.40512 3671.95825603105 48 25 15 7 3 2
249 0.998869204674 12 375937.201544 10165.82991164659 8826.990191936875 118 64 35 17 9 6
