x,y,sf,cf,rx
-122.375,52.8356,7,5,-90.32132374195
32.8259,-129.262,7,6,-90.3304251844663
-0.789862,-135.226,7,5,-90.5671922256107
112.353,78.4957,7,1,-90.7964821408471
-132.154,-38.7623,7,5,-90.8789467579467
133.296,37.5349,7,2,-90.9726778428907
-51.1655,-129.604,7,3,-91.078109952186
-21.9449,139.18,7,5,-91.2682843118166
104.264,97.8751,7,5,-91.5214823984741
-126.584,-73.5461,7,2,-91.921754621862
-143.903,-29.029,7,5,-91.9687002410542
-32.6415,-144.871,7,4,-92.1653513575112
-98.9321,111.562,7,5,-92.2349490417309
-75.5811,129.252,7,6,-92.3056501974574
-54.9867,-139.429,7,2,-92.3229181376263
-150.049,23.0774,7,7,-92.5417123671929
-146.002,-45.4936,7,4,-92.6663403218464
-143.665,54.4039,7,1,-92.743789679712
139.29,65.5426,7,3,-92.7792051067011
-28.0885,154.288,7,4,-93.0960731524166
-88.401,130.369,7,6,-93.171083785051
-81.5812,-136.469,7,4,-93.3307615724153
-155.151,-34.8061,7,8,-93.3321193162992
73.5605,141.505,7,5,-93.3831230413032
134.814,-86.384,7,1,-93.4507178001621
156.38,37.0217,7,5,-93.5131899396113
146.584,-68.0438,7,1,-93.609015737783
-72.1002,-144.809,7,5,-93.6257532636709
-85.1331,-137.993,7,8,-93.6653415944564
117.015,-112.414,7,4,-93.6782244885645
51.3752,-153.936,7,4,-93.6802624489098
117.686,-114.392,7,4,-93.8725225623808
-122.485,-109.343,7,6,-93.8797916386779
-161.63,-29.1164,7,7,-93.8840830833989
-153.908,58.8944,7,2,-93.9421889410418
68.2831,150.25,7,5,-93.9677475711483
44.2715,159.622,7,5,-94.0306752051695
16.3994,165.197,7,4,-94.0678810704686
146.563,-79.7231,7,1,-94.1534167807409
-7.17172,-167.384,7,1,-94.2243847479741
-120.053,-117.196,7,2,-94.2483173686082
151.911,72.9819,7,4,-94.3255203587292
-131.357,-106.838,7,3,-94.4050199115061
60.9222,-161.358,7,6,-94.7204348681353
39.5763,-167.97,7,1,-94.7296968073832
93.0417,145.86,7,7,-94.7730781288093
-126.423,-119.147,7,6,-94.8432162721212
-8.55795,-174.476,7,4,-94.9378475429057
-136.456,109.582,7,3,-94.9695031764687
59.2586,-166.83,7,8,-95.166642547882
148.553,97.1419,7,1,-95.2103119572752
26.3425,175.734,7,5,-95.229756636836
-71.0689,-165.559,7,4,-95.4655788312308
-14.5842,-179.984,7,2,-95.5039962014771
-150.272,100.488,7,8,-95.5229803052691
-159.177,87.0764,7,2,-95.5854895036377
161.607,-84.8218,7,1,-95.6865586217124
-179.333,42.9019,7,3,-95.8614666034766
-115.114,147.576,7,5,-96.1160770877807
-178.82,-55.5166,7,5,-96.1230887664992
186.044,-29.1137,7,4,-96.2202821877105
147.343,-117.446,7,2,-96.230762443542
-145.397,120.724,7,2,-96.281376716664
-4.04598,189.273,7,4,-96.3114690713924
-21.2313,189.113,7,4,-96.4000876240805
-186.256,-40.2511,7,1,-96.4229206582214
171.977,-82.6922,7,7,-96.4470269631559
181.122,62.3173,7,6,-96.5111708993725
-185.911,50.1101,7,6,-96.6003896158047
-53.3634,185.99,7,6,-96.6842898791796
-193.57,-4.39208,7,5,-96.6953917905741
-171.845,90.4745,7,2,-96.7471082197647
-108.448,-161.85,7,8,-96.8012920237078
32.6942,-193.476,7,7,-96.9231552407261
-177.264,85.0332,7,3,-96.9566502058024
191.032,47.5606,7,6,-96.9791714321412
-178.285,-84.0376,7,7,-96.9995586053173
26.0287,195.84,7,7,-97.0396827419013
181.768,79.5938,7,7,-97.1146212295622
-198.557,-1.45193,7,5,-97.1259384337891
-102.214,171.251,7,7,-97.2009091803927
141.98,-140.067,7,5,-97.2014415988832
-126.72,154.911,7,5,-97.2609868732785
6.13194,200.329,7,8,-97.2852455919172
12.0926,200.671,7,6,-97.3373425638943
-111.239,169.062,7,1,-97.4509114179325
193.127,-62.3094,7,7,-97.4975847278284
-166.898,-117.99,7,2,-97.6203278559811
-118.42,166.804,7,7,-97.6346865862032
94.4165,181.642,7,4,-97.6472135350689
13.3598,-204.601,7,4,-97.6740247081638
5.12397,-205.611,7,8,-97.7271064809857
-205.171,-14.8373,7,6,-97.7297595285781
2.93595,-205.755,7,3,-97.7355012301031
-197.988,56.8673,7,3,-97.75351460803
-121.642,166.464,7,4,-97.7683770555917
181.78,102.157,7,5,-97.9616813325566
-170.683,119.918,7,3,-97.9681599523329
200.389,62.2364,7,2,-98.0688726815298
74.7123,-196.229,7,2,-98.0802378798004
5.3659,210.038,7,6,-98.0912755605346
-13.099,210.694,7,5,-98.1719247341195
-176.948,-115.478,7,1,-98.1876681886352
-154.766,-145.066,7,1,-98.2545387466248
-59.8278,-203.798,7,6,-98.2765930911707
157.72,143.938,7,4,-98.3671354871464
214.276,5.78027,7,4,-98.433174833558
91.0902,194.051,7,4,-98.4342154982687
61.5895,-206.579,7,8,-98.5293984179119
-215.93,-0.861988,7,2,-98.558458337299
183.947,114.844,7,7,-98.6312673700653
-204.836,72.5752,7,2,-98.6673924623642
197.492,-92.5056,7,1,-98.7278487074376
-166.261,141.212,7,8,-98.7320099115875
-140.475,-168.167,7,4,-98.8088216776453
10.3458,-219.459,7,8,-98.8542308441073
-213.85,51.6844,7,7,-98.8778788150082
1.80114,-222.229,7,8,-99.0501143183997
-57.9788,215.262,7,4,-99.1036140460373
206.175,-86.4804,7,8,-99.152924287458
190.482,117.519,7,5,-99.1712096303063
180.632,-133.641,7,6,-99.2380867898676
-225.143,-12.5692,7,5,-99.2986995969514
126.214,187.325,7,2,-99.327760430751
226.084,4.96443,7,4,-99.3474916812389
149.773,169.457,7,5,-99.3489961404341
-120.934,193.104,7,3,-99.4760729051739
-227.865,-8.01758,7,2,-99.4880024632239
123.139,-193.09,7,7,-99.5632924608195
59.4718,221.497,7,7,-99.5878281548905
-208.306,100.65,7,2,-99.7365928216081
-231.41,14.2136,7,7,-99.7733519256871
194.997,-125.825,7,8,-99.7897294465184
99.1479,-211.697,7,6,-99.9141545755218
-134.981,191.013,7,3,-99.9235156305912
111.61,207.343,7,5,-100.038616209321
75.8529,223.154,7,2,-100.054541797204
-212.703,-103.019,7,8,-100.101180217246
-153.322,-180.677,7,7,-100.146382782923
-207.582,-114.986,7,7,-100.170728440152
84.2066,222.326,7,5,-100.202154977306
-39.2706,235.293,7,8,-100.260205734005
-40.2358,236.804,7,8,-100.378001063106
73.1526,228.976,7,1,-100.39076401079
-240.633,-21.5641,7,7,-100.477251158742
233.819,63.1728,7,5,-100.520009979982
141.909,197.586,7,5,-100.594865777593
105.814,219.316,7,3,-100.611842257646
55.4758,238.257,7,5,-100.69041165418
-212.528,122.215,7,6,-100.727546709787
-192.349,152.673,7,2,-100.756285024916
-228.963,90.5454,7,6,-100.800840286486
1.03031,247.293,7,3,-100.875535770178
-94.6303,-229.822,7,8,-100.961457448745
-241.905,-65.1985,7,6,-101.098084311949
-234.044,89.7485,7,7,-101.1065885514
-29.9959,-248.927,7,8,-101.111076775113
162.415,191.936,7,4,-101.159004265002
158.644,197.705,7,7,-101.298025667642
-18.3175,-252.975,7,8,-101.30821846995
231.946,-102.872,7,2,-101.314816243888
-144.769,208.639,7,5,-101.328964960884
-155.66,-202.501,7,3,-101.427541856556
34.5341,253.093,7,3,-101.429111269538
19.9741,255.073,7,7,-101.456894133284
-214.266,140.235,7,5,-101.471834844382
-243.153,-86.2268,7,2,-101.598910618359
138.426,-217.904,7,8,-101.609874740461
-197.543,166.528,7,6,-101.624081122842
-111.096,233.685,7,1,-101.649153596986
-203.009,162.159,7,2,-101.719962195501
68.1088,-251.865,7,1,-101.791370934491
-247.297,84.5315,7,4,-101.819760687917
-181.363,-188.239,7,5,-101.822898339539
-252.94,66.8708,7,7,-101.838375488098
190.794,-181.429,7,5,-101.946094741098
-231.742,-126.885,7,6,-102.005704625485
-19.5525,-263.601,7,1,-102.013487903024
185.458,-191.048,7,2,-102.138068842501
194.643,182.508,7,1,-102.174273730771
-267.892,-7.50334,7,4,-102.249231412726
-27.3644,-266.978,7,4,-102.27342133021
22.9886,267.773,7,2,-102.297679414773
-124.575,238.203,7,3,-102.301079244221
-38.695,-266.347,7,3,-102.322151058059
-147.663,-225.244,7,1,-102.334077775113
132.044,-235.82,7,7,-102.393641526728
191.37,-190.855,7,8,-102.393807378711
196.937,-185.517,7,4,-102.411640268918
-222.602,-154.883,7,7,-102.451193466495
226.633,-149.93,7,8,-102.486108372685
44.2872,-268.391,7,6,-102.503858399793
-272.49,-13.5447,7,7,-102.554418105172
165.587,218.649,7,3,-102.644870320514
-176.545,211.288,7,2,-102.710979270596
-220.74,165.56,7,3,-102.747585431414
244.682,127.753,7,3,-102.753626558141
-111.224,254.003,7,2,-102.831567092639
-39.9891,-275.263,7,8,-102.884801957827
259.871,101.075,7,4,-102.926691356332
83.3483,-266.133,7,6,-102.929396681352
-212.998,-181.35,7,3,-102.982213536927
-179.018,-215.54,7,4,-103.009354484126
-59.1661,-274.224,7,5,-103.030495895152
-231.117,-159.655,7,7,-103.052762748492
232.206,158.864,7,3,-103.080072644746
280.37,23.9738,7,5,-103.08273570611
145.061,-241.86,7,1,-103.121158155586
202.35,-197.221,7,6,-103.153613102186
-266.43,97.88,7,3,-103.230722591825
226.699,-171.895,7,8,-103.270388146293
-76.4225,274.231,7,2,-103.281224231555
87.9181,-270.766,7,3,-103.281306540901
13.6057,-284.495,7,3,-103.289599859679
-195.42,207.263,7,6,-103.292169685702
-276.505,-70.7506,7,4,-103.325140755369
-276.671,-70.2416,7,8,-103.327244842942
285.111,28.5945,7,4,-103.39255677126
-280.28,64.5602,7,5,-103.45672754261
-2.32022,-287.66,7,4,-103.459699127728
287.679,-13.5316,7,4,-103.479155732201
-288.283,-9.96509,7,1,-103.506316155162
288.655,12.8547,7,7,-103.535078421397
-129.413,-259.399,7,3,-103.591043699905
225.699,-182.307,7,8,-103.605297455976
272.368,-105.715,7,6,-103.724656279133
-26.2489,291.458,7,4,-103.752317543716
288.513,50.033,7,2,-103.762915145857
-26.8363,-292.449,7,3,-103.812950022468
-292.321,-30.5335,7,1,-103.826536488222
130.75,263.879,7,5,-103.860479704721
-31.524,293.175,7,8,-103.881895856424
287.199,68.5037,7,6,-103.904536082739
-204.139,-214.364,7,2,-103.948396617403
293.976,-35.8873,7,1,-103.956694278553
-145.648,257.95,7,8,-103.960759918113
98.3049,279.852,7,1,-103.983074474135
99.6897,279.897,7,1,-104.012099069865
190.061,-228.815,7,8,-104.031350105481
-294.251,44.057,7,6,-104.035713058404
297.236,-23.5023,7,4,-104.072018651792
-7.20756,-298.253,7,2,-104.082122881582
-232.918,-187.14,7,6,-104.107561949577
4.3556,-298.861,7,8,-104.113751343184
125.139,-271.748,7,1,-104.129983804215
32.8253,297.429,7,8,-104.133301989011
21.5438,298.566,7,3,-104.139434423972
-288.02,85.9933,7,8,-104.210142951952
-177.036,243.211,7,7,-104.22365289855
173.881,247.244,7,4,-104.305490228971
41.6144,300.053,7,3,-104.342760016497
66.7263,-296.239,7,4,-104.384225308719
-181.846,-243.927,7,1,-104.41737316688
-26.9256,303.529,7,8,-104.443778052939
282.686,115.06,7,2,-104.470911669669
205.529,225.98,7,7,-104.485481298672
-241.496,187.182,7,4,-104.489901617211
-238.717,-191.512,7,3,-104.517792782311
-128.706,-279.048,7,8,-104.587787251206
297.914,75.5462,7,8,-104.590225526598
96.9791,-292.438,7,4,-104.632181942231
-281.081,127.995,7,3,-104.673877303575
30.5967,-307.475,7,4,-104.681737969988
39.7529,306.787,7,8,-104.701539330784
279.933,-131.805,7,6,-104.704797815997
272.398,147.367,7,3,-104.721084222113
59.3128,-304.469,7,6,-104.747917909327
-144.826,-275.152,7,7,-104.789009554739
-182.01,-253.59,7,1,-104.855243072655
3.54635,-312.268,7,5,-104.86298818253
-94.831,-297.783,7,4,-104.875574860958
199.916,240.502,7,7,-104.887813483288
1.80854,-313.035,7,1,-104.904097417062
-187.362,252.194,7,4,-104.965970520309
-68.7938,-306.757,7,2,-104.976882394838
-283.85,135.731,7,5,-104.990815217786
253.979,185.897,7,1,-104.996794976442
305.118,-79.4855,7,5,-105.027095429503
311.122,52.3937,7,7,-105.038010351001
-66.4033,-308.721,7,5,-105.053109838489
-6.89618,-316.545,7,7,-105.098426591072
-119.134,-293.409,7,7,-105.101278932549
-179.701,261.363,7,7,-105.128613454576
276.064,-156.186,7,2,-105.128812605037
-314.77,42.3026,7,1,-105.151227896625
294.53,119.89,7,7,-105.172538968691
-294.758,-119.57,7,5,-105.177416180787
211.249,-238.642,7,1,-105.210868842823
-108.323,-300.465,7,7,-105.247548419579
-135.419,-289.616,7,1,-105.264505245078
-269.43,-172.574,7,8,-105.277751968284
186.26,261.194,7,8,-105.32277168798
36.8659,318.942,7,3,-105.336709569997
-119.278,298.797,7,1,-105.37176827646
-266.993,-179.62,7,3,-105.375211781239
311.25,84.4793,7,4,-105.413475841486
-317.408,-59.2891,7,6,-105.433965751791
-129.149,296.562,7,2,-105.463865651558
-299.025,-127.899,7,7,-105.556921587968
-221.267,-238.538,7,4,-105.563815156465
-321.497,54.0316,7,4,-105.597672589914
-126.877,300.595,7,7,-105.61176295024
122.364,-302.745,7,5,-105.625587421349
-301.9,-124.931,7,8,-105.635509550964
228.689,233.447,7,6,-105.639095197701
249.723,-211.396,7,8,-105.65936956814
327.37,35.1675,7,7,-105.767090691025
-328.264,25.754,7,3,-105.768088597
-210.153,255.188,7,4,-105.835968634272
106.73,-313.081,7,3,-105.845800246826
-137.652,301.463,7,7,-105.878308115622
-286.697,-167.216,7,5,-105.903816585655
-324.366,-71.7509,7,2,-105.919714963269
118.305,-310.621,7,8,-105.92900045728
-333.019,-5.57743,7,4,-105.963834714235
328.281,-58.6383,7,5,-105.98492244739
248.087,222.974,7,6,-105.989354960144
313.269,-114.621,7,6,-105.990190318848
-207.477,-261.725,7,6,-106.010995445026
327.843,67.484,7,2,-106.048331371272
-158.525,-295.229,7,8,-106.067776813503
150.108,300.248,7,6,-106.097474185514
126.489,-311.093,7,4,-106.104831315149
334.715,-32.9025,7,1,-106.130432920736
326.177,-92.2939,7,3,-106.264814806447
270.955,204.525,7,8,-106.289876509605
308.166,142.688,7,3,-106.295736808658
-216.507,262.86,7,4,-106.343360812679
57.4509,-335.755,7,7,-106.34788083245
-215.217,264.055,7,2,-106.348718295883
-333.244,-71.7012,7,6,-106.35970022448
112.979,321.689,7,6,-106.363776662056
-141.047,-311.11,7,5,-106.395740293362
-287.818,-184.442,7,4,-106.408499792074
140.582,-312.01,7,2,-106.42716197898
249.804,-233.93,7,1,-106.428019384026
65.7042,-336.33,7,1,-106.450579281988
-222.023,264.639,7,3,-106.587238705363
298.918,173.43,7,3,-106.594534035547
345.037,-19.483,7,6,-106.594547302309
-310.593,152.764,7,8,-106.621317809963
338.41,76.0146,7,8,-106.656532063748
-346.414,-37.7307,7,8,-106.736196180539
-338.865,-83.6794,7,6,-106.764684275236
-261.431,-231.719,7,5,-106.779270000854
-215.542,-275.016,7,3,-106.782931254888
345.413,54.1027,7,6,-106.793079808055
155.819,313.347,7,8,-106.809050517458
-233.915,260.811,7,7,-106.828058721249
289.565,-197.59,7,7,-106.838571442052
-191.579,-294.17,7,3,-106.862793527763
266.921,228.491,7,7,-106.87778878468
149.934,-317.829,7,7,-106.880594039183
259.988,236.771,7,1,-106.891574320788
247.842,250.221,7,7,-106.917928923578
328.319,128.515,7,2,-106.936735608271
-318.863,-151.188,7,4,-106.951979437441
-353.241,-7.229,7,1,-106.972543918256
352.199,30.6689,7,1,-106.983028712942
183.177,-302.769,7,4,-106.999298110904
283.411,212.34,7,6,-107.01206254731
184.648,-303.092,7,5,-107.049428955602
347.115,-74.9121,7,5,-107.058990213384
-256.667,-248.031,7,4,-107.146416057324
317.833,162.556,7,1,-107.149430163027
339.185,124.561,7,5,-107.356099481447
-131.725,336.645,7,1,-107.363912552713
-262.179,-251.052,7,5,-107.434481180665
349.32,-103.72,7,4,-107.500209741602
37.1108,-362.929,7,5,-107.520290373056
-234.102,-281.323,7,8,-107.574802019788
-84.4926,356.289,7,7,-107.583376999599
357.007,-81.4095,7,4,-107.583418736791
-359.769,-69.901,7,1,-107.598598749632
96.7794,-353.838,7,4,-107.614343014372
-135.105,341.266,7,3,-107.623753193412
-201.245,-306.97,7,1,-107.624659506958
26.8962,366.337,7,5,-107.637087670713
353.885,-102.745,7,2,-107.691694648293
326.802,-173.785,7,3,-107.767483985359
-81.3304,-361.602,7,8,-107.790524888773
-365.573,62.1351,7,7,-107.798841252861
-350.865,-121.385,7,8,-107.819709159045
83.5563,-361.951,7,7,-107.828979575828
-267.745,-258.226,7,1,-107.852350034671
356.147,-110.432,7,1,-107.893498493978
355.733,115.338,7,7,-107.943317878196
-144.685,345.992,7,6,-107.991784929803
258.54,272.041,7,6,-108.004234202027
-280.078,250.34,7,6,-108.020271271196
-228.061,299.366,7,7,-108.051585632859
317.255,202.87,7,7,-108.062147655436
-314.363,-207.449,7,6,-108.065292672774
-369.871,-72.0009,7,5,-108.073091171995
376.211,24.1122,7,6,-108.080756386497
132.012,-353.234,7,7,-108.085885335285
-350.194,-140.332,7,3,-108.093543466393
180.252,-332.579,7,8,-108.139692387529
378.539,15.2716,7,6,-108.16506015586
252.355,282.751,7,3,-108.171380426332
94.3935,-367.21,7,8,-108.17864430477
-235.437,-297.215,7,3,-108.179477336832
5.85226,-379.132,7,8,-108.179952953064
370.378,81.797,7,4,-108.185614994239
-66.3987,374.212,7,3,-108.21957070493
-71.7898,373.54,7,5,-108.23390718713
-374.937,-65.3983,7,6,-108.243869988905
-132.187,-357.036,7,1,-108.249379772315
-374.026,75.7068,7,2,-108.289311064881
-341.089,-172.481,7,1,-108.316522645474
257.036,283.301,7,8,-108.330290668361
-166.937,344.25,7,6,-108.333155059243
33.027,-381.224,7,8,-108.335869861693
368.877,-106.985,7,4,-108.399455723738
221.02,-314.914,7,6,-108.428640557619
-365.939,-119.618,7,7,-108.44013012299
-201.477,-328.095,7,6,-108.441254838245
-338.179,184.26,7,8,-108.445719889369
181.583,339.876,7,2,-108.455583848343
234.814,-306.436,7,6,-108.487327003835
219.661,317.495,7,7,-108.488094987899
-351.091,-163.503,7,8,-108.542052444231
-377.35,88.0362,7,8,-108.550325450589
-20.9296,-387.311,7,4,-108.567638329701
269.421,279.387,7,2,-108.57881569489
381.445,-74.0111,7,1,-108.597695441653
150.6,359.07,7,4,-108.633490256919
-272.832,278.301,7,1,-108.649097051001
-180.569,-346.208,7,7,-108.681465708663
-388.443,-49.9485,7,5,-108.732749119869
-389.672,41.9214,7,7,-108.744934400745
-331.658,-209.572,7,7,-108.762486425764
261.22,-292.932,7,2,-108.769567092453
382.295,-89.2635,7,6,-108.77358258097
-161.727,-357.733,7,1,-108.774197669467
-216.588,327.512,7,7,-108.77674473077
-378.147,107.669,7,3,-108.79962401226
148.021,365.001,7,5,-108.829875223998
36.7902,392.331,7,5,-108.837649451867
9.65468,394.414,7,6,-108.85845513829
65.8745,389.214,7,2,-108.867858031675
343.252,195.041,7,5,-108.869828575755
-391.19,-56.2321,7,6,-108.88783555986
53.877,-392.02,7,2,-108.909187971958
-395.463,17.0859,7,7,-108.914671526493
334.788,211.342,7,2,-108.918245187932
111.397,380.489,7,3,-108.941805954646
302.777,257.192,7,3,-108.976557367894
-380.623,-114.853,7,3,-108.9897298486
-28.619,-396.952,7,1,-109.007275676193
78.6202,390.251,7,8,-109.011971572633
-299.135,262.731,7,5,-109.013715726745
-393.393,-61.6361,7,8,-109.016288764949
398.613,-12.9125,7,4,-109.04330338761
-379.47,-122.845,7,6,-109.044878306847
-54.8672,395.374,7,4,-109.057902550528
-246.81,315.181,7,3,-109.107279184427
-10.7848,400.422,7,1,-109.117930026191
-384.992,112.959,7,8,-109.14581949903
-346.505,202.526,7,8,-109.15133558034
72.3312,-396.342,7,1,-109.216675689252
367.119,166.14,7,5,-109.219837853856
-365.083,-172.615,7,3,-109.256740446462
-211.541,344.034,7,2,-109.258178515534
274.356,296.874,7,2,-109.273694396726
-23.2611,-403.568,7,2,-109.273841847298
402.946,-36.1974,7,2,-109.287822448734
-55.9161,401.2,7,8,-109.309324051455
-404.697,-24.2674,7,1,-109.323921567165
-372.611,-161.358,7,3,-109.350231469603
-183.616,362.877,7,6,-109.37710098215
-108.329,392.196,7,3,-109.385277688178
-137.497,-383.724,7,5,-109.416023348039
400.936,74.5941,7,1,-109.424476277448
-224.789,-340.427,7,6,-109.429955640962
-271.628,-305.111,7,1,-109.453231157713
-100.75,396.514,7,8,-109.478770158656
355.903,201.978,7,7,-109.4832698613
-406.08,52.195,7,1,-109.491595047604
-269.2,-309.243,7,3,-109.515757309485
-321.736,254.848,7,7,-109.534125967132
-266.453,312.44,7,5,-109.541954991963
-193.358,362.731,7,5,-109.559430474161
-20.4569,-411.428,7,5,-109.59629441836
-373.614,-174.441,7,4,-109.612677897848
75.6651,-405.912,7,5,-109.636404485286
-226.066,345.561,7,6,-109.637831944083
351.426,217.037,7,8,-109.642193776177
75.7989,-406.957,7,1,-109.679890293752
89.9849,-404.515,7,8,-109.698333095177
57.6904,-410.389,7,2,-109.699210827742
-412.899,40.1594,7,3,-109.71666146397
-227.785,347.327,7,2,-109.737676127913
-86.7131,406.665,7,7,-109.756159646187
-327.19,-256.86,7,1,-109.76281852354
-346.617,231.92,7,6,-109.807149766285
392.493,-141.609,7,4,-109.815677714187
-59.9555,413.274,7,7,-109.829713976861
-3.42748,417.941,7,4,-109.844226292666
68.1097,412.523,7,4,-109.850473245091
-1.85565,418.399,7,2,-109.862540240113
333.341,253.066,7,3,-109.867296731355
414.084,-63.8839,7,3,-109.886210984959
-416.669,-45.3603,7,6,-109.892240848325
410.809,92.0506,7,3,-109.968123800277
419.532,-39.9585,7,7,-109.985774894567
-420.53,-41.5875,7,1,-110.03238265998
296.145,-302.017,7,6,-110.048692142996
247.847,-343.017,7,2,-110.056936758269
-360.363,222.454,7,2,-110.069261946486
81.7345,415.861,7,8,-110.082291083721
-422.336,-40.1951,7,4,-110.0995185452
-228.874,-357.588,7,5,-110.11228946588
56.6348,420.771,7,6,-110.112443057391
371.622,-205.766,7,5,-110.121296235464
-35.7979,-424.088,7,4,-110.153894683523
-234.902,355.17,7,6,-110.162975277421
-320.605,280.403,7,5,-110.16715613787
407.799,123.301,7,8,-110.171382612327
-42.4707,424.091,7,4,-110.178620444374
-402.863,139.334,7,3,-110.18123673921
-416.062,93.0469,7,6,-110.183717606476
-396.603,160.001,7,2,-110.236634623681
417.879,91.9888,7,8,-110.245534466225
-136.373,-405.824,7,8,-110.255141285486
339.364,-261.442,7,6,-110.265817790165
15.7104,-428.249,7,5,-110.271598758067
396.281,-163.467,7,4,-110.276998665608
256.316,-343.772,7,4,-110.282437262012
-139.035,-405.696,7,5,-110.284431891345
-426.115,51.7928,7,1,-110.300054177881
-364.723,226.505,7,7,-110.303341386932
385.531,-189.158,7,7,-110.307399090971
265.996,-337.36,7,7,-110.314381544686
303.397,304.168,7,8,-110.314487083938
266.795,337.052,7,2,-110.324468863193
198.009,381.712,7,2,-110.330386420361
428.385,-37.6899,7,3,-110.331432503445
355.419,-246.013,7,5,-110.419284365057
-154.09,-404.255,7,6,-110.433944373569
97.5777,-421.529,7,4,-110.435874307604
308.147,304.296,7,5,-110.45149651384
-130.509,412.984,7,2,-110.453216273143
-63.1281,428.783,7,1,-110.464673781631
344.336,263.477,7,1,-110.471377283853
376.602,215.354,7,4,-110.481327794846
-25.1562,-433.196,7,8,-110.485195548329
84.0775,426.035,7,8,-110.498041856242
241.584,-360.889,7,1,-110.499348713982
307.153,-307.023,7,4,-110.499456636726
-350.697,256.908,7,5,-110.516840898005
-162.764,-403.209,7,4,-110.520435839719
-417.223,-122.566,7,7,-110.521694125056
-384.112,204.804,7,1,-110.539268803228
192.133,390.933,7,6,-110.550851254499
420.127,119.98,7,7,-110.602860237826
392.13,193.072,7,2,-110.609162449064
92.1349,427.295,7,6,-110.610375760206
-429.603,84.9691,7,4,-110.642013813021
-218.634,379.876,7,3,-110.656623626492
127.135,419.486,7,1,-110.657745242639
-324.86,294.276,7,8,-110.657770812305
-395.596,-190.421,7,2,-110.685480949067
436.28,51.7053,7,8,-110.696882465461
-142.125,415.722,7,2,-110.697353256863
-361.483,250.127,7,8,-110.706609906995
271.853,-345.814,7,6,-110.718008927191
-369.943,238.184,7,7,-110.722338771199
59.6753,435.989,7,8,-110.724904430333
-173.563,404.436,7,1,-110.726892088333
-440.886,-12.7414,7,1,-110.764323836898
436.267,-65.2378,7,3,-110.766171793342
-390.285,-206.071,7,2,-110.775072679776
441.85,17.0778,7,2,-110.807279870536
-435.577,78.1829,7,3,-110.821117190734
-438.797,-58.9134,7,1,-110.828693890585
-97.4333,432.018,7,3,-110.833889636808
336.017,-289.194,7,3,-110.851640590176
420.247,-141.884,7,6,-110.860247861702
-440.504,54.563,7,6,-110.87250103518
436.772,-81.8983,7,4,-110.892268770466
-443.917,21.3993,7,7,-110.894133899274
-208.422,392.794,7,1,-110.90307039606
413.535,-164.371,7,5,-110.916120654912
276.319,-348.962,7,6,-110.920334235864
-166.22,-413.118,7,2,-110.927616554463
439.773,-72.346,7,5,-110.942200469123
