x,y,sf,cf,rx
-333.36,-296.958,7,6,-110.971352709718
232.531,-381.199,7,5,-110.97437073795
412.884,-171.135,7,5,-110.990517548902
284.227,-345.06,7,4,-110.994410845688
-134.83,-426.751,7,4,-111.013382534307
400.991,198.873,7,1,-111.015460998866
385.379,-228.141,7,2,-111.024884905411
-436.823,99.5213,7,8,-111.031424650577
445.545,-57.7209,7,3,-111.079117501437
-419.312,-161.663,7,8,-111.084004177488
294.095,-340.043,7,3,-111.090925900412
-431.635,125.799,7,1,-111.091477749497
-230.974,386.046,7,2,-111.101887022171
-449.123,38.9382,7,6,-111.137587650202
-238.775,383.979,7,2,-111.188979144624
126.541,-434.334,7,5,-111.197555670608
-449.517,52.7491,7,8,-111.205459295514
412.16,-187.881,7,3,-111.219096275948
361.557,-273.156,7,8,-111.225864594121
429.5,146.316,7,1,-111.248349807764
-371.477,-260.782,7,1,-111.253486931375
-437.98,-119.66,7,4,-111.259401243523
-413.36,189.086,7,4,-111.279070965971
-146.772,430.281,7,3,-111.28170794854
220.522,398.691,7,6,-111.318872668053
-333.73,-310.97,7,2,-111.33916993059
453.652,60.8037,7,6,-111.397261986948
-380.736,-254.54,7,3,-111.407589124237
-386.425,-246.975,7,2,-111.430799899939
384.937,-249.835,7,4,-111.441890589443
164.379,428.596,7,6,-111.446797869183
60.6208,-455.283,7,1,-111.456628170383
-457.617,39.6876,7,2,-111.45788151578
-142.404,-438.006,7,4,-111.503924241862
225.784,401.675,7,7,-111.511699683966
-460.579,23.4974,7,2,-111.526335256084
363.52,284.721,7,5,-111.54751435929
457.287,70.2011,7,2,-111.580590609866
457.741,70.4146,7,6,-111.59835885775
-448.3,116.403,7,1,-111.599852644432
-403.287,-227.966,7,4,-111.603292917263
-298.713,354.298,7,2,-111.609169914731
419.132,-198.629,7,3,-111.623825566363
246.633,-392.871,7,5,-111.625825637229
407.5,-222.803,7,3,-111.646533096512
-460.865,60.4968,7,6,-111.660744663855
-401.753,-233.914,7,7,-111.663308088933
278.306,-372.408,7,2,-111.664127777794
371.431,-279.928,7,3,-111.671192129619
441.608,-151.608,7,3,-111.737386869263
-339.385,320.671,7,6,-111.737756757896
325.334,-335.617,7,6,-111.756120010929
-353.834,305.831,7,6,-111.765898279349
77.7931,-462.106,7,7,-111.799537927599
-460.116,-88.8942,7,3,-111.800129337398
-465.202,57.4409,7,2,-111.804154511676
-426.022,195.73,7,1,-111.807756038124
329.521,-335.533,7,6,-111.860532246723
-451.554,-131.404,7,4,-111.86059182797
318.544,346.312,7,5,-111.869639267544
-442.175,-161.187,7,8,-111.873409966719
-467.611,53.759,7,5,-111.875342087167
93.6482,461.383,7,1,-111.878975181119
48.5605,-468.334,7,7,-111.880926148855
321.085,344.742,7,3,-111.890472184182
81.5803,-464.084,7,2,-111.893809064375
-470.77,-20.4071,7,6,-111.894253427985
-349.748,315.846,7,7,-111.895851311654
-376.778,-284.276,7,8,-111.92244635052
30.782,-471.086,7,4,-111.926092111206
220.952,-417.223,7,7,-111.927061161312
376.735,284.715,7,5,-111.930782536979
-269.892,387.497,7,4,-111.930924945237
324.336,-343.24,7,3,-111.931382369799
365.119,299.507,7,3,-111.931718957414
-435.51,184.638,7,7,-111.960176548132
-229.921,-413.474,7,6,-111.962630858551
-237.574,410.004,7,8,-111.990089929355
387.796,273.764,7,2,-112.020021894996
474.372,21.4271,7,4,-112.02591617532
-303.939,-364.928,7,2,-112.028320303623
-227.146,-417.377,7,4,-112.037694354283
-250.123,404.209,7,5,-112.043278163171
-471.195,64.4915,7,3,-112.052255170778
450.632,152.115,7,1,-112.053172107437
-410.694,-239.955,7,8,-112.054675948472
462.125,112.671,7,3,-112.054913723191
450.167,-155.07,7,5,-112.071622501229
477.151,24.2293,7,5,-112.130350309726
-45.2542,-475.738,7,2,-112.134635369686
396.899,-266.847,7,1,-112.148155213457
463.067,122.925,7,8,-112.178197949067
463.713,-123.618,7,5,-112.206803743559
-415.637,239.949,7,2,-112.207489507976
473.26,-82.2074,7,5,-112.222446340033
-341.959,337.655,7,5,-112.230360865124
-473.867,83.2781,7,1,-112.250259287629
-292.93,381.686,7,8,-112.250518711541
-291.98,382.42,7,1,-112.250710365045
417.247,-239.794,7,1,-112.25435878386
-276.461,-394.522,7,6,-112.272130247223
230.417,-424.954,7,1,-112.330836317023
391.675,-283.426,7,7,-112.333092572546
-479.556,-61.37,7,4,-112.333115755317
306.133,-374.227,7,3,-112.333957690102
322.446,360.456,7,5,-112.338953651459
-64.3988,479.492,7,3,-112.344792713879
-474.047,102.635,7,2,-112.388306904965
-157.663,-459.429,7,3,-112.41290660667
-68.6228,-481.034,7,3,-112.419069615727
426.965,-234.183,7,1,-112.45656080154
-486.894,9.97695,7,8,-112.457444800815
471.05,-124.602,7,2,-112.466394157667
-377.585,-310.106,7,2,-112.513867498017
248.229,-421.376,7,2,-112.529576579286
-397.258,285.641,7,5,-112.537766713922
297.181,-388.991,7,5,-112.545825957977
479.261,100.592,7,5,-112.552219017961
-489.029,-26.8773,7,2,-112.554424401964
-178.286,-456.186,7,4,-112.555130688862
186.034,453.176,7,3,-112.558178101872
298.42,-389.13,7,1,-112.575950439006
82.4106,483.612,7,7,-112.582893032945
437.963,221.993,7,6,-112.597809447098
484.124,84.8265,7,3,-112.614776738792
214.166,442.925,7,2,-112.631673360575
490.705,38.4208,7,6,-112.639364498764
-81.8533,-485.42,7,7,-112.641656987341
-97.1231,482.633,7,4,-112.642889525681
-249.548,424.983,7,5,-112.661110580509
318.982,-375.763,7,6,-112.663312298945
72.0647,-488.087,7,7,-112.680003055985
-488.65,70.9547,7,4,-112.693724871545
329.003,369.082,7,3,-112.716518941543
494.722,-20.4576,7,6,-112.741091583858
494.356,-38.1804,7,2,-112.764668277293
421.045,262.279,7,2,-112.772436423852
-345.889,355.864,7,5,-112.779700073078
-104.469,-485.311,7,1,-112.785325893848
-420.133,-265.04,7,4,-112.796326869433
-151.319,-473.333,7,3,-112.802684365587
461.172,186.171,7,8,-112.816437176971
-359.818,-343.376,7,7,-112.817709418986
490.295,-84.9188,7,8,-112.825455554762
-495.376,-53.5626,7,3,-112.848412196916
163.519,-470.872,7,4,-112.855039607216
279.752,-412.979,7,7,-112.867205149718
-214.533,450.783,7,4,-112.881513381331
-89.9504,-491.138,7,8,-112.884183809714
-457.343,-201.528,7,5,-112.900232285123
344.979,361.75,7,7,-112.903564309757
-461.925,191.411,7,7,-112.908327294269
294.92,-404.014,7,2,-112.91489791225
383.951,-320.676,7,5,-112.916480595328
-424.695,-264.447,7,3,-112.918071278427
-2.0954,500.3,7,1,-112.9182912332
240.158,-438.982,7,5,-112.920906034255
-495.503,-74.4497,7,5,-112.944252483293
-326.164,380.431,7,8,-112.94577551802
195.485,461.776,7,4,-112.957365656697
291.193,-408.288,7,7,-112.95875952141
491.763,-103.506,7,8,-112.994430988208
370.34,-339.971,7,7,-113.000780111024
333.271,-378.49,7,4,-113.054456681398
-385.418,-326.012,7,3,-113.071466453165
49.0066,502.882,7,6,-113.086916676145
-408.989,297.069,7,7,-113.094614381883
-370.628,-343.8,7,4,-113.096005163801
197.487,465.566,7,4,-113.102330785948
-457.882,215.23,7,6,-113.10991683318
-170.465,476.532,7,7,-113.115295126037
-489.932,-128.573,7,2,-113.129410380345
-255.769,437.317,7,6,-113.132725191349
-465.054,200.993,7,1,-113.133040949887
233.131,-449.95,7,7,-113.137422754542
146.061,-486.006,7,4,-113.161704411816
59.5163,504.482,7,3,-113.178567745691
273.786,-428.619,7,1,-113.199365613215
-61.0504,-505.252,7,4,-113.210384739885
59.0495,505.715,7,5,-113.217898986687
-472.611,190.853,7,7,-113.236062451353
247.153,446.152,7,2,-113.247575383963
500.885,-96.5237,7,2,-113.249756791409
88.6274,-502.368,7,6,-113.250603709763
-390.216,328.968,7,5,-113.259140460752
-509.816,-25.2853,7,6,-113.261214596943
-388.704,-330.988,7,3,-113.264238512087
-508.432,-52.4449,7,3,-113.284206870442
467.309,208.155,7,1,-113.299002035398
-431.653,-275.05,7,6,-113.307835168583
-511.545,-17.513,7,2,-113.308101923517
-171.932,482.413,7,4,-113.317815735484
461.977,221.293,7,5,-113.321414474595
178.275,480.418,7,8,-113.32760356834
462.597,220.773,7,6,-113.332589806972
257.911,-443.47,7,6,-113.347120729472
-258.201,-444.228,7,6,-113.373789862976
445.425,256.62,7,2,-113.381912524483
-492.431,148.957,7,6,-113.395458888107
-452.218,247.837,7,5,-113.435660254697
-174.319,486.212,7,5,-113.463412870993
-498.139,136.955,7,7,-113.466933759923
259.738,-446.725,7,5,-113.471027730634
-259.957,446.769,7,6,-113.475928951246
-490.124,-165.074,7,3,-113.485224791921
-195.937,-478.749,7,7,-113.489089837647
-355.949,376.567,7,7,-113.518120651397
435.927,-280.369,7,4,-113.522471712705
514.568,64.7372,7,5,-113.533027231796
-2.97111,-519.153,7,5,-113.550725669301
-180.024,486.993,7,5,-113.55206217529
512.75,-84.062,7,1,-113.564993998327
-32.4742,-519.118,7,6,-113.582675062092
463.389,-236.677,7,4,-113.589220707092
379.716,356.507,7,6,-113.606129458883
58.9171,517.594,7,8,-113.609067554564
462.762,241.512,7,4,-113.643701736825
520.287,42.8134,7,2,-113.645421358534
503.227,139.213,7,6,-113.648122435442
-121.766,507.761,7,5,-113.649078639288
-360.064,-378.229,7,6,-113.650805525003
-410.337,323.394,7,2,-113.658852268042
-147.294,501.386,7,5,-113.662713359802
-488.532,-186.583,7,4,-113.675012337729
-455.359,-257.403,7,3,-113.679117174096
308.047,424.172,7,7,-113.716729760318
-211.498,-479.708,7,7,-113.717858998288
385.496,355.378,7,5,-113.719400161411
381.056,360.448,7,3,-113.726416236282
96.3898,-516.212,7,1,-113.7462558855
-470.959,-233.665,7,8,-113.76594074807
-513.89,-111.757,7,5,-113.771221222992
211.684,-481.753,7,8,-113.781213811561
423.18,314.124,7,1,-113.807690415786
523.237,-64.6362,7,3,-113.813829667979
-480.39,218.326,7,1,-113.828760728158
379.61,-367.881,7,1,-113.859383725289
263.868,-458.122,7,7,-113.86127644897
-250.747,466.641,7,2,-113.895632832501
248.656,468.007,7,6,-113.902709631194
-364.599,-384.814,7,7,-113.907392553362
499.01,-179.698,7,8,-113.916149404601
-426.2,316.43,7,2,-113.930480821024
-196.379,-493.286,7,6,-113.93416207258
527.874,-60.7557,7,7,-113.947686455466
11.9408,531.326,7,6,-113.950946053794
349.834,400.159,7,6,-113.95279607871
10.532,531.573,7,3,-113.957929089044
-3.93024,532.505,7,5,-113.984985120158
-531.92,29.9529,7,1,-113.992788156683
372.862,380.618,7,3,-113.994597325037
-36.1486,531.612,7,3,-113.995257069238
-363.897,389.451,7,6,-114.000524548105
-483.14,-225.889,7,4,-114.011259061536
68.6038,-529.168,7,3,-114.019521783883
232.889,480.802,7,6,-114.039987574428
534.292,17.6278,7,5,-114.051086179907
-10.6394,-534.492,7,3,-114.051570304804
-30.6646,-533.85,7,8,-114.055793427172
18.5506,-534.621,7,2,-114.062592824971
-160.867,-510.327,7,7,-114.067015077965
536.113,11.7148,7,4,-114.104027984031
521.842,126.604,7,8,-114.127573462666
-527.498,106.793,7,5,-114.16635085237
508.625,176.132,7,7,-114.168209896055
-536.71,-44.7108,7,2,-114.178081021939
388.921,-372.737,7,2,-114.182080081936
471.515,-260.527,7,8,-114.182324081334
-316.834,-436.022,7,4,-114.191103850638
-508.131,180.62,7,2,-114.20056499292
418.918,340.036,7,5,-114.20926175135
440.051,-312.225,7,1,-114.209630000342
204.347,-500.128,7,8,-114.231806622196
-513.838,-167.043,7,2,-114.233187109635
-374.141,-390.517,7,1,-114.249337318725
-462.442,280.62,7,4,-114.252701909804
-58.3637,538.103,7,4,-114.263239758259
-242.408,484.001,7,3,-114.264915122058
138.344,-524.5,7,1,-114.300448728315
-117.997,529.803,7,4,-114.311340155871
167.856,516.576,7,2,-114.323280826732
-399.837,-367.895,7,4,-114.328782025431
399.183,-368.641,7,4,-114.329560265535
481.439,251.994,7,6,-114.330754748294
-491.225,-232.837,7,3,-114.337425065659
421.941,343.401,7,6,-114.350239093539
321.469,441.361,7,2,-114.413062729927
-29.0321,-545.351,7,5,-114.416178829011
-546.218,12.6329,7,3,-114.423714828309
538.118,-97.2777,7,5,-114.438597991348
-306.675,-453.838,7,4,-114.466692279091
111.796,-536.36,7,8,-114.47130322414
548.023,11.5868,7,1,-114.479359627621
-457.667,-301.863,7,8,-114.482682973127
416.345,-356.847,7,7,-114.485600590666
535.897,-117.607,7,5,-114.4950914819
-15.753,548.438,7,3,-114.495527910163
-537.42,112.754,7,1,-114.509749373091
-137.342,-531.774,7,2,-114.51294251704
-163.059,524.997,7,1,-114.528899296716
112.828,-538.224,7,3,-114.534699755828
-513.194,-199.124,7,2,-114.551730239634
549.423,39.1691,7,3,-114.562481299784
-353.888,422.24,7,2,-114.56596053036
-407.304,371.824,7,6,-114.583578866458
-314.32,453.604,7,6,-114.594922922697
-241.837,496.173,7,5,-114.598266339029
511.698,-207.33,7,1,-114.602411931788
436.899,337.666,7,3,-114.604611677828
-395.64,385.495,7,7,-114.611290380122
-302.356,462.356,7,4,-114.612825006009
531.265,151.875,7,7,-114.616081940556
-436.179,-339.773,7,8,-114.626973225093
169.714,-526.517,7,8,-114.636059961534
463.39,-302.57,7,5,-114.64320509619
-542.053,112.055,7,3,-114.645962908611
553.609,6.08689,7,4,-114.649929475411
541.388,120.186,7,3,-114.678481831667
-295.425,-470.067,7,7,-114.697726419116
538.782,134.076,7,7,-114.698377931962
-527.776,-172.479,7,8,-114.699323040266
554.557,37.802,7,4,-114.717765130918
495.894,-251.807,7,1,-114.727584234351
-458.746,-314.887,7,2,-114.735431063584
-114.097,545.39,7,6,-114.759323019816
204.477,-518.518,7,4,-114.764919698505
503.663,-239.952,7,5,-114.780906121642
375.373,412.876,7,1,-114.784149455174
494.96,-258.928,7,6,-114.802181100069
-471.056,-300.581,7,5,-114.808029998159
-510.635,229.512,7,5,-114.840300631362
539.488,149.688,7,1,-114.84111780995
-512.966,224.37,7,2,-114.841723843677
-112.258,-548.677,7,1,-114.846418512234
218.52,515.76,7,7,-114.849445707755
-545.864,-126.134,7,5,-114.852656059597
413.853,377.682,7,6,-114.853765446129
-555.616,-72.7984,7,5,-114.856234936665
-353.21,-436.147,7,3,-114.882673217666
-67.624,557.186,7,1,-114.883967645051
-344.832,442.907,7,8,-114.885227484459
-331.179,-453.368,7,7,-114.889197005229
-555.829,-82.2148,7,1,-114.902286079957
-538.285,161.236,7,1,-114.90343939733
-483.777,285.946,7,3,-114.904996977643
-514.956,225.089,7,1,-114.906064898902
371.9,-421.948,7,6,-114.919718982139
-496.61,264.242,7,5,-114.922300324373
186.204,-531.016,7,8,-114.927825803694
225.017,-516.781,7,7,-114.955994091627
285.943,485.926,7,6,-114.961163518136
72.1314,-559.872,7,3,-114.981899613359
-487.334,284.992,7,3,-114.983381476985
560.218,71.5941,7,3,-114.990218767216
-167.372,539.632,7,6,-114.996811662906
508.241,247.01,7,7,-114.999669898649
547.718,144.066,7,3,-115.037783892317
-433.383,364.918,7,4,-115.044068921701
-481.873,298.19,7,5,-115.047607955617
-561.566,-78.0621,7,2,-115.056418190187
351.798,445.862,7,2,-115.085740930164
-2.94418,-568.243,7,2,-115.095116105109
550.253,-143.398,7,7,-115.10655771964
561.995,-86.9954,7,2,-115.108283245677
334.56,460.006,7,3,-115.111699739263
-448.952,-349.28,7,8,-115.112188777657
348.42,-450.22,7,6,-115.126445351751
-216.685,-526.518,7,8,-115.128528587648
129.951,-554.401,7,7,-115.13048452224
318.008,472.411,7,4,-115.131894517426
544.696,-166.86,7,1,-115.13807887124
-569.74,12.2413,7,7,-115.143805051186
564.822,-75.7984,7,6,-115.144219865419
150.42,549.845,7,6,-115.149125353141
-488.684,-293.836,7,5,-115.15427781724
209.949,530.506,7,4,-115.163828018692
202.753,-533.307,7,4,-115.16408876119
-8.29717,570.604,7,8,-115.167570899659
232.593,521.208,7,1,-115.17018293077
-313.882,-477.034,7,8,-115.178733960088
-540.446,184.537,7,5,-115.180107865676
522.144,231.355,7,5,-115.180728763405
35.9794,-570.466,7,5,-115.195561156649
-554.763,137.765,7,1,-115.195958673881
297.792,-488.303,7,3,-115.205859752688
316.451,476.567,7,4,-115.209449170245
554.975,141.143,7,1,-115.226701699748
-473.036,-322.785,7,2,-115.227605593319
116.63,560.82,7,7,-115.231992712684
499.108,-281.849,7,8,-115.243083580223
552.557,152.618,7,4,-115.244743834839
-560.638,-119.98,7,2,-115.247310335178
-531.916,214.195,7,4,-115.2500114983
-554.099,-149.086,7,6,-115.261396119204
-555.552,144.819,7,3,-115.270689684215
-172.779,547.525,7,8,-115.271355218496
-500.989,-281.463,7,5,-115.286254627006
-370.42,-440.003,7,3,-115.301828441879
88.8947,568.4,7,1,-115.306146966787
574.76,-39.3981,7,8,-115.329882911135
-574.57,-45.9266,7,1,-115.338600172933
-329.867,472.828,7,7,-115.342165366079
525.162,-237.873,7,1,-115.342168900855
135.802,560.535,7,1,-115.348929588662
193.992,543.23,7,6,-115.351242027849
-450.29,-360.875,7,1,-115.35792143602
390.99,-424.79,7,4,-115.366333211604
88.0002,570.627,7,3,-115.367346229128
-10.2794,578.037,7,2,-115.389705565626
-42.9681,-576.969,7,7,-115.402661932553
452.634,360.649,7,3,-115.407914620347
495.981,298.357,7,7,-115.40966985216
-570.496,-98.3574,7,6,-115.412878802068
394.352,424.002,7,4,-115.416738249406
-440.707,377.279,7,5,-115.449073725174
-484.258,-322.092,7,3,-115.491807203077
-370.943,447.978,7,5,-115.492663902408
-356.006,-460.399,7,4,-115.503383905155
-37.0626,-580.857,7,6,-115.504922788466
168.007,557.39,7,7,-115.508490224004
488.151,-317.939,7,1,-115.520251535516
319.859,-486.907,7,3,-115.520543628164
483.799,325.654,7,6,-115.538751958196
-288.807,-506.814,7,1,-115.542719345766
105.223,-573.822,7,7,-115.544569080992
-338.514,475.415,7,8,-115.551286879415
-558.877,168.699,7,8,-115.556096158411
-252.993,526.156,7,2,-115.557167806128
-538.368,-226.458,7,3,-115.564128390177
-581.216,61.8636,7,5,-115.577043939553
329.082,483.101,7,1,-115.57810381603
-494.939,311.93,7,7,-115.592684391699
289.593,508.708,7,7,-115.602243529771
-285.566,-511.128,7,5,-115.606030882566
-542.308,-221.714,7,8,-115.617375735184
540.902,-225.833,7,4,-115.625349681908
27.8367,-585.687,7,3,-115.63103662731
515.615,-279.771,7,5,-115.639148373769
488.432,-325.124,7,4,-115.642644497801
193.782,-554.199,7,2,-115.652981061415
-539.673,-231.569,7,3,-115.657520646318
375.583,452.952,7,2,-115.691085859567
-343.075,-478.123,7,7,-115.692910954662
293.333,-510.291,7,7,-115.696342437006
-495.67,-317.438,7,3,-115.696700781163
191.529,-556.637,7,7,-115.698487196492
94.9945,581.46,7,7,-115.713065813151
540.324,237.365,7,2,-115.741887113848
210.949,-551.255,7,6,-115.744081409874
252.826,-533.394,7,5,-115.745272530531
-516.411,-286.489,7,2,-115.753269878289
422.52,-413.32,7,5,-115.767969093369
589.917,42.6411,7,1,-115.779306946612
-57.1952,589.331,7,4,-115.797904450816
-342.28,483.259,7,8,-115.800647338199
-579.077,-126.173,7,2,-115.814160902624
144.319,-575.014,7,6,-115.819496652536
-582.513,-110.329,7,5,-115.820099913794
578.361,-131.713,7,1,-115.828747755661
-362.715,469.561,7,3,-115.833603268472
-501.02,-318.007,7,6,-115.836026215177
120.697,581.077,7,8,-115.837695118345
226.033,548.868,7,2,-115.840819581283
-350.628,479.496,7,7,-115.853167637758
193.193,-561.94,7,2,-115.859067394738
541.427,245.935,7,2,-115.871816947989
-197.784,560.855,7,6,-115.8730163359
-419.346,-422.116,7,1,-115.881618621006
313.096,505.973,7,8,-115.881735069881
512.316,-303.065,7,6,-115.888451799978
77.9933,590.127,7,4,-115.888855781173
-487.67,-342.114,7,3,-115.901658408173
577.086,147.92,7,8,-115.902732557803
-72.2889,-591.624,7,7,-115.910820720869
590.563,84.0719,7,3,-115.924959826547
582.999,-129.39,7,1,-115.944078740682
-469.355,370.108,7,5,-115.959509870731
490.375,341.803,7,8,-115.960057072173
-197.666,564.826,7,8,-115.979252584389
-266.407,535.859,7,5,-115.979664641818
-595.574,-59.2742,7,8,-115.982153802342
401.067,-444.727,7,5,-115.992048972142
-46.6593,-598.399,7,6,-116.030609947837
530.399,281.093,7,1,-116.032456869157
-367.764,-474.7,7,4,-116.038481741711
-582.979,146.188,7,6,-116.05375673036
24.3426,-600.981,7,3,-116.066412789447
-588.845,-124.929,7,1,-116.079985436596
-571.777,192.248,7,7,-116.116294922079
-436.181,-418.1,7,1,-116.14380748193
-509.234,-325.405,7,6,-116.147230584396
-559.478,229.903,7,4,-116.162740619656
-602.943,50.7791,7,1,-116.168526102721
112.299,-594.6,7,8,-116.169494369312
605.56,-11.5965,7,7,-116.18528705202
191.335,-575.147,7,7,-116.198458059221
-543.556,269.966,7,7,-116.220102919331
92.0245,600.333,7,8,-116.232473737934
207.679,-570.899,7,5,-116.23682849848
276.879,541.248,7,4,-116.249674951834
-112.437,597.502,7,3,-116.250585003826
-462.597,-394.968,7,7,-116.258558875356
-589.921,149.391,7,8,-116.266148944663
-338.719,506.038,7,2,-116.277233233021
-460.584,-398.358,7,8,-116.277733547061
-606.656,-54.7123,7,7,-116.282300954748
398,-461.323,7,4,-116.286860453016
165.712,586.491,7,7,-116.291677882411
608.339,37.3348,7,6,-116.292553936802
-154.27,589.77,7,3,-116.296179722687
-186.968,-580.676,7,1,-116.307987866866
-384.571,-473.834,7,3,-116.314230338601
-554.541,255.265,7,2,-116.320250210596
282.129,-541.385,7,3,-116.32067582846
-309.796,527.738,7,3,-116.361547494647
3.3774,-612.221,7,1,-116.369418196638
-256.743,557.782,7,3,-116.419704732634
-323.096,-522.674,7,1,-116.431970146926
452.371,415.986,7,8,-116.434339605526
-13.4496,614.846,7,8,-116.446385767606
-604.537,-114.094,7,3,-116.452392417063
-521.568,-326.639,7,5,-116.457896934998
367.847,493.372,7,2,-116.457921770864
-613.377,-52.0551,7,8,-116.462744212271
410.24,459.04,7,4,-116.464401043437
-606.223,-109.313,7,7,-116.474341968136
539.4,298.259,7,8,-116.484587909355
398.83,-470.376,7,2,-116.493766998664
369.545,493.796,7,1,-116.495543080772
456.247,415.167,7,7,-116.498394339257
554.2,-271.396,7,3,-116.50442237584
-585.109,196.877,7,8,-116.511595446638
-613.402,71.5141,7,7,-116.51749508427
-109.728,607.781,7,7,-116.518877697838
11.8358,618.404,7,4,-116.544063591665
-337.666,-518.427,7,5,-116.549005081554
-334.794,-520.356,7,6,-116.550623932442
-612.601,87.6399,7,2,-116.552930900599
242.67,569.991,7,8,-116.571163270409
-611.724,-99.7637,7,8,-116.579635139538
-434.2,-442.545,7,7,-116.584454601196
-609.241,115.079,7,3,-116.58538973496
-185.401,591.853,7,3,-116.590851603355
329.517,-525.691,7,7,-116.596825782743
377.615,-492.584,7,8,-116.603475905005
393.99,480.571,7,3,-116.624406078067
592.705,-190.057,7,1,-116.651901024405
502.916,-367.301,7,2,-116.661021829172
533.265,-322.516,7,1,-116.673213487839
-112.31,613.227,7,5,-116.679214530563
441.444,-440.833,7,2,-116.691205400332
-22.0975,-623.598,7,6,-116.69463495109
-617.001,96.0868,7,4,-116.70692179162
-615.616,-107.678,7,7,-116.721260775856
87.6629,-619.663,7,4,-116.745067806267
256.172,-571.511,7,4,-116.75775774562
76.4928,621.729,7,6,-116.761008057508
-622.612,-71.2679,7,6,-116.768121448674
298.423,551.373,7,8,-116.775597564295
449.065,438.102,7,5,-116.786989954173
541.652,316.751,7,7,-116.789711826045
620.429,-94.4304,7,3,-116.792558284515
-536.996,324.843,7,5,-116.793391185867
-458.274,-428.874,7,7,-116.79469971695
-55.0409,-625.293,7,8,-116.796280860332
571.905,258.823,7,6,-116.79723207327
-483.556,400.304,7,6,-116.797340826326
372.965,-505.183,7,3,-116.802610462612
-450.831,-437.228,7,1,-116.804869076358
-110.112,618.535,7,7,-116.811221450041
589.653,217.035,7,6,-116.813054050693
-43.8423,626.866,7,1,-116.814965908714
377.96,-502.043,7,3,-116.815350200421
-623.521,-78.4109,7,8,-116.815907975548
571.393,-261.731,7,6,-116.817344486999
581.881,238.002,7,2,-116.822479919985
192.152,598.669,7,7,-116.824567369661
-468.306,-419.807,7,6,-116.8293539277
185.861,601.103,7,6,-116.83628023505
-251.097,-576.942,7,5,-116.837201695398
-414.901,473.484,7,3,-116.846224200102
339.51,-530.222,7,1,-116.847787638397
613.187,142.975,7,7,-116.848600051948
601.074,-189.596,7,1,-116.865755293014
488.938,-398.214,7,8,-116.87431838288
406.719,481.927,7,6,-116.875160236951
471.442,-419.278,7,4,-116.883272874242
-124.269,618.583,7,1,-116.884048074129
627.319,-69.4807,7,3,-116.88982220714
-198.37,-601.249,7,6,-116.943172875183
-340.178,534.107,7,6,-116.946166073992
225.832,592.162,7,8,-116.960318736245
296.082,-560.452,7,2,-116.962767201111
454.9,-441.902,7,5,-116.972130188151
627.759,-95.6157,7,7,-116.993617055205
-632.002,62.4065,7,2,-116.995680505146
457.947,440.107,7,8,-116.997556006787
-395.379,497.469,7,7,-117.00582244696
-308.569,555.813,7,6,-117.013078350526
-396.511,-496.93,7,5,-117.013448597971
249.555,-584.858,7,3,-117.017173065592
110.558,-626.518,7,3,-117.025864072988
-106.002,-627.47,7,4,-117.030235941643
191.098,607.391,7,4,-117.040514235749
-472.79,426.742,7,6,-117.044663180403
173.776,613.114,7,8,-117.054513889715
408.172,-489.689,7,5,-117.060675094356
455.096,447.023,7,4,-117.07207082691
444.678,457.882,7,6,-117.081570517851
-185.9,-610.712,7,8,-117.084370394351
-633.243,83.836,7,1,-117.094793268739
112.801,-628.748,7,2,-117.095273410347
-346.531,-536.82,7,1,-117.099699329918
592.428,239.434,7,8,-117.100538131816
566.433,296.107,7,4,-117.105270372155
278.006,576.473,7,4,-117.127894628762
608.034,200.211,7,6,-117.131677019981
20.9557,639.93,7,8,-117.135009797419
522.641,370.077,7,6,-117.138365792039
-313.78,-558.317,7,4,-117.139724551752
165.574,-618.694,7,3,-117.140166841334
107.36,631.782,7,1,-117.150113742994
603.913,215.533,7,4,-117.160321827212
-473.122,-433.86,7,3,-117.179291206349
306.077,564.451,7,5,-117.183627193823
578.598,279.768,7,3,-117.199320874211
615.942,183.809,7,1,-117.201897042432
576.637,284.31,7,4,-117.205457064288
632.121,-117.397,7,8,-117.205800980826
-633.62,-109.351,7,6,-117.207308109496
-521.423,-376.699,7,7,-117.21458514816
517.763,-382.427,7,6,-117.225832874722
-64.8232,-640.445,7,3,-117.226717747114
-617.131,184.234,7,2,-117.235397832014
-405.793,-500.251,7,2,-117.237997043645
450.328,-462.066,7,5,-117.266402817208
497.777,410.692,7,3,-117.269474172447
645.53,35.2111,7,4,-117.300182632837
641.131,-84.8774,7,1,-117.30640405181
-135.44,633.133,7,2,-117.325759799888
-38.1349,646.393,7,2,-117.327325630474
236.505,604.412,7,1,-117.36739824942
-548.524,348.276,7,7,-117.386170733974
649.548,18.1067,7,4,-117.387502100731
-31.6939,-649.069,7,4,-117.388607573842
347.049,-549.505,7,3,-117.390705424131
65.3378,-646.998,7,2,-117.40034626685
-648.141,-52.9188,7,8,-117.400582870131
-629.65,-165.353,7,2,-117.419027844475
111.808,641.881,7,4,-117.433365402824
-598.469,257.885,7,7,-117.436536690846
40.3622,650.687,7,5,-117.443635553718
-542.607,-361.398,7,3,-117.443801226392
-369.598,537.371,7,2,-117.450623670444
651.581,-32.0154,7,1,-117.454892953998
-573.907,-310.368,7,2,-117.457196643279
-15.4042,652.4,7,8,-117.460519656242
-421.806,-498.033,7,1,-117.462408863381
-183.61,-627.279,7,1,-117.487141333187
