Nodes      DER0                  Collisions          OverallEnergy
100 0.12969794789024672 0 63544.127777989386
100 0.13366279737961154 2 64276.88507281515
100 0.12723032069970847 1 57570.44809201114
100 0.13665594855305466 3 68028.65976216759
100 0.138204833141542 1 69525.20887056766
100 0.12981373557307735 0 68019.7774961813
