Nodes            DER0                         Collisions  OverallEnergy             Delay         SF7   SF8  SF9  SF10  SF11  SF12    FreqColli    SFColli    PowerColli    TimingColli
100 0.129327372908 7 216785.342811 2857.0879999999993 100 0 0 0 0 0  / 82 82 7 75
249 0.443297673249 706 580738.172246 7071.999999999983 4066.6562238117053 249 0 0 0 0 0 / 1553 1553 712 1487
499 0.462031458352 3028 1096770.20391 14143.999999999969 8149.693758172756 499 0 0 0 0 0 / 6576 6576 3112 6190
749 0.436977095687 6504 1522968.11351 21216.000000000036 12232.720324114427 749 0 0 0 0 0 / 14751 14751 6807 13907
1000 0.414024207958 11442 2205287.46576 28316.288000000142 16332.07624879206 1000 0 0 0 0 0 / 26329 26329 12101 24932
2000 0.366326150979 42974 4380645.1023 56604.28800000057 32664.164746651393 2000 0 0 0 0 0 / 105587 105587 48037 99783
3000 0.320622385859 92274 6167561.11235 84892.28800000102 48996.25052249502 3000 0 0 0 0 0 / 239347 239347 109149 226322
